relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000046,201000582,201000586,801000001,2,个,
R_000047,201000582,201000587,801000001,2,g,
R_000048,201000582,201000588,801000001,5-10,g,
R_000049,201000582,201000589,801000001,15,ml,
R_000050,201000582,201000590,801000001,15,ml,
R_000051,201000582,201000591,801000001,5,ml,
R_000052,201000582,201000592,801000001,约2cm,,
R_000053,201000582,201000593,801000003,,,1.0
R_000054,201000582,201000594,801000003,,,2.0
R_000055,201000582,201000595,801000003,,,3.0
R_000056,201000582,201000596,801000003,,,4.0
R_000057,201000582,201000597,801000003,,,5.0
R_000058,201000582,201000598,801000003,,,6.0
R_000059,201000582,710000000,801000004,,,
R_000060,201000582,620000000,801000005,,,
R_000061,201000599,201000600,801000001,400,g,
R_000062,201000599,201000601,801000001,100,g,
R_000063,201000599,201000602,801000001,1-2,根,
R_000064,201000599,201000603,801000001,10,ml,
R_000065,201000599,201000604,801000001,5,g,
R_000066,201000599,201000605,801000001,3-4,个,
R_000067,201000599,201000606,801000001,2,g,
R_000068,201000599,201000607,801000001,10,ml,
R_000069,201000599,201000608,801000003,,,1.0
R_000070,201000599,201000609,801000003,,,2.0
R_000071,201000599,201000610,801000003,,,3.0
R_000072,201000599,201000611,801000003,,,4.0
R_000073,201000599,201000612,801000003,,,5.0
R_000074,201000599,201000613,801000003,,,6.0
R_000075,201000599,201000614,801000003,,,7.0
R_000076,201000599,201000615,801000003,,,8.0
R_000077,201000599,201000616,801000003,,,9.0
R_000078,201000599,710000000,801000004,,,
R_000079,201000599,630000000,801000005,,,
R_000080,201000617,201000618,801000001,300,g,
R_000081,201000617,201000619,801000001,50,ml,
R_000082,201000617,201000620,801000001,2,ml,
R_000083,201000617,201000621,801000001,10,g,
R_000084,201000617,201000622,801000001,10,ml,
R_000085,201000617,201000623,801000001,15,ml,
R_000086,201000617,201000624,801000001,3,g,
R_000087,201000617,201000625,801000001,0.5,根,
R_000088,201000617,201000626,801000001,1,粒,
R_000089,201000617,201000627,801000001,15,ml,
R_000090,201000617,201000628,801000003,,,1.0
R_000091,201000617,201000629,801000003,,,2.0
R_000092,201000617,201000630,801000003,,,3.0
R_000093,201000617,201000631,801000003,,,4.0
R_000094,201000617,201000632,801000003,,,5.0
R_000095,201000617,201000633,801000003,,,6.0
R_000096,201000617,201000634,801000003,,,7.0
R_000097,201000617,201000635,801000003,,,8.0
R_000098,201000617,710000000,801000004,,,
R_000099,201000617,630000000,801000005,,,
R_000100,201000636,201000637,801000001,1,瓶,
R_000101,201000636,201000638,801000001,300,g,
R_000102,201000636,201000639,801000001,5,ml,
R_000103,201000636,201000640,801000001,7,ml,
R_000104,201000636,201000641,801000001,3,ml,
R_000105,201000636,201000642,801000001,2,g,
R_000106,201000636,201000643,801000003,,,1.0
R_000107,201000636,201000644,801000003,,,2.0
R_000108,201000636,201000645,801000003,,,3.0
R_000109,201000636,201000646,801000003,,,4.0
R_000110,201000636,201000647,801000003,,,5.0
R_000111,201000636,201000648,801000003,,,6.0
R_000112,201000636,201000649,801000003,,,7.0
R_000113,201000636,201000650,801000003,,,8.0
R_000114,201000636,201000651,801000003,,,9.0
R_000115,201000636,201000652,801000003,,,10.0
R_000116,201000636,710000000,801000004,,,
R_000117,201000636,620000000,801000005,,,
R_000118,201000653,201000654,801000001,350,g,
R_000119,201000653,201000655,801000001,40-70,g,
R_000120,201000653,201000656,801000001,10,g,
R_000121,201000653,201000657,801000001,10,g,
R_000122,201000653,201000658,801000001,适量,,
R_000123,201000653,201000659,801000003,,,1.0
R_000124,201000653,201000660,801000003,,,2.0
R_000125,201000653,201000661,801000003,,,3.0
R_000126,201000653,201000662,801000003,,,4.0
R_000127,201000653,201000663,801000003,,,5.0
R_000128,201000653,201000664,801000003,,,6.0
R_000129,201000653,201000665,801000003,,,7.0
R_000130,201000653,201000666,801000003,,,8.0
R_000131,201000653,710000000,801000004,,,
R_000132,201000653,630000000,801000005,,,
R_000133,201000667,201000668,801000001,300,g,
R_000134,201000667,201000669,801000001,6,颗,
R_000135,201000667,201000670,801000001,2,g,
R_000136,201000667,201000671,801000003,,,1.0
R_000137,201000667,201000672,801000003,,,2.0
R_000138,201000667,201000673,801000003,,,3.0
R_000139,201000667,710000000,801000004,,,
R_000140,201000667,620000000,801000005,,,
R_000141,201000674,201000675,801000001,50,g,
R_000142,201000674,201000676,801000001,2,个,
R_000143,201000674,201000677,801000001,30,ml,
R_000144,201000674,201000678,801000001,5,ml,
R_000145,201000674,201000679,801000001,15,g,
R_000146,201000674,201000680,801000001,2,g,
R_000147,201000674,201000681,801000003,,,1.0
R_000148,201000674,201000682,801000003,,,2.0
R_000149,201000674,201000683,801000003,,,3.0
R_000150,201000674,710000000,801000004,,,
R_000151,201000674,620000000,801000005,,,
