relationship_id,source_id,target_id,relationship_type,amount,unit,step_order
R_000171,201001171,201001178,801000003,,,1.0
R_000172,201001171,201001179,801000003,,,2.0
R_000173,201001171,201001180,801000003,,,3.0
R_000174,201001171,201001181,801000003,,,4.0
R_000175,201001171,201001182,801000003,,,5.0
R_000176,201001171,750000000,801000004,,,
R_000177,201001171,630000000,801000005,,,
R_000178,201001183,201001184,801000001,1,包,
R_000179,201001183,201001185,801000001,1,个,
R_000180,201001183,201001186,801000001,550-1000,ml,
R_000181,201001183,201001187,801000003,,,1.0
R_000182,201001183,201001188,801000003,,,2.0
R_000183,201001183,201001189,801000003,,,3.0
R_000184,201001183,201001190,801000003,,,4.0
R_000185,201001183,201001191,801000003,,,5.0
R_000186,201001183,201001192,801000003,,,6.0
R_000187,201001183,201001193,801000003,,,7.0
R_000188,201001183,750000000,801000004,,,
R_000189,201001183,610000000,801000005,,,
